"dot_number","company","dba","city","state","phone","trucks","drivers","alert_basics","n_alerts","inspections","driver_oos","vehicle_oos","sms_profile"
"2255788","ERENDIRA BERENICE VAZQUEZ LOPEZ",,"IRAPUATO","GJ","4626215902","19","18","DrugsAlcohol","1","90","26","13","https://ai.fmcsa.dot.gov/SMS/Carrier/2255788/Overview.aspx"
"3555608","EPIC LOGISTICS INC",,"WEST LAFAYETTE","IN","7655865417","31","53","DrugsAlcohol","1","90","6","6","https://ai.fmcsa.dot.gov/SMS/Carrier/3555608/Overview.aspx"
"3783198","TAYLOR AND TAYLOR TRANSPORT LLC",,"AKRON","OH","3305724373","30","30","DrugsAlcohol","1","90","7","11","https://ai.fmcsa.dot.gov/SMS/Carrier/3783198/Overview.aspx"
"2262701","JALWO TRUCKING LLC",,"SHAKOPEE","MN","6129643333","1","1","HOS","1","89","2","21","https://ai.fmcsa.dot.gov/SMS/Carrier/2262701/Overview.aspx"
"2458954","MSP STAR TRANSPORTATION INC",,"SAINT PAUL","MN","16514170295","20","20","DrugsAlcohol","1","88","6","18","https://ai.fmcsa.dot.gov/SMS/Carrier/2458954/Overview.aspx"
"2579162","TEXAS TAMIL TRANSPORT LLC",,"FORT WORTH","TX","8172666006","15","11","HOS","1","87","10","31","https://ai.fmcsa.dot.gov/SMS/Carrier/2579162/Overview.aspx"
"3240872","DODO CARGO INC",,"MUNDELEIN","IL","2243479697","15","15","DriverFitness","1","87","7","9","https://ai.fmcsa.dot.gov/SMS/Carrier/3240872/Overview.aspx"
"3169879","ZEE LOGISTICS INC",,"DALLAS","TX","2026297541","29","29","VehicleMaint","1","86","7","15","https://ai.fmcsa.dot.gov/SMS/Carrier/3169879/Overview.aspx"
"2263299","NATION EXPRESS LLC",,"DEARBORN","MI","3134360411","34","36","HOS","1","83","6","15","https://ai.fmcsa.dot.gov/SMS/Carrier/2263299/Overview.aspx"
"1809196","DAT TRANSPORTATION LLC","DAT TRANSPORTATION","THE COLONY","TX","2145077912","25","26","DriverFitness","1","81","8","17","https://ai.fmcsa.dot.gov/SMS/Carrier/1809196/Overview.aspx"
"3424190","DUSKY SOLUTIONS LLC",,"LILBURN","GA","4045198003","25","15","DrugsAlcohol","1","81","6","7","https://ai.fmcsa.dot.gov/SMS/Carrier/3424190/Overview.aspx"
"3228724","SWEET SEASONS MARYLAND LLC",,"HANOVER","MD","4438420276","27","21","DrugsAlcohol","1","81","16","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3228724/Overview.aspx"
"4261239","GEO-USA CORP",,"FAIRLESS HILLS","PA","8622287899","4","10","DriverFitness","1","81","17","10","https://ai.fmcsa.dot.gov/SMS/Carrier/4261239/Overview.aspx"
"3051646","NEW DESTINY MOVING SERVICES LLC","CROSS COUNTRY LONG DISTANCE MOVERS","BLOOMFIELD","NJ","9738144236","13","13","HOS","1","81","53","10","https://ai.fmcsa.dot.gov/SMS/Carrier/3051646/Overview.aspx"
"4192200","ARIZONA FUEL LLC",,"NOGALES","AZ","8064013159","1","1","DrugsAlcohol","1","80","11","25","https://ai.fmcsa.dot.gov/SMS/Carrier/4192200/Overview.aspx"
"3283407","K&B TRANS CARRIER INC",,"BAKERSFIELD","CA","6615497859","14","27","DriverFitness","1","80","11","14","https://ai.fmcsa.dot.gov/SMS/Carrier/3283407/Overview.aspx"
"1834846","GARZA & SONS TRANSPORT INC","MAURICIO GARZA","SAN DIEGO","CA","6193616803","14","13","DrugsAlcohol","1","79","12","18","https://ai.fmcsa.dot.gov/SMS/Carrier/1834846/Overview.aspx"
"3484529","TRANSMIR CORP",,"WILSONVILLE","OR","8882062060","12","14","DrugsAlcohol","1","78","9","22","https://ai.fmcsa.dot.gov/SMS/Carrier/3484529/Overview.aspx"
"3972168","TRANSCARGO LOADGISTICS LLC",,"EAGLE PASS","TX","8305137518","20","22","DriverFitness","1","77","2","18","https://ai.fmcsa.dot.gov/SMS/Carrier/3972168/Overview.aspx"
"2942718","CJM EXPRESS INC",,"HOMESTEAD","FL","7865356009","32","32","DrugsAlcohol","1","76","7","13","https://ai.fmcsa.dot.gov/SMS/Carrier/2942718/Overview.aspx"
"2978440","AVILA'S TRUCKING LLC",,"MORENO VALLEY","CA","9514391306","16","11","HOS","1","75","6","7","https://ai.fmcsa.dot.gov/SMS/Carrier/2978440/Overview.aspx"
"2387697","KLM TRANS INC",,"BEDFORD PARK","IL","7088438299","6","11","DrugsAlcohol","1","75","11","11","https://ai.fmcsa.dot.gov/SMS/Carrier/2387697/Overview.aspx"
"3456679","R&R EXPRESS LLC",,"BALTIMORE","MD","7034776335","9","7","VehicleMaint","1","72","6","14","https://ai.fmcsa.dot.gov/SMS/Carrier/3456679/Overview.aspx"
"3877049","NIMANI CORPORATION",,"TOWNSEND","DE","9295458324","6","3","HOS","1","70","12","7","https://ai.fmcsa.dot.gov/SMS/Carrier/3877049/Overview.aspx"
"3042983","MICAR EXPRESS LLC",,"BROWNSVILLE","TX","9566215600","13","11","DriverFitness","1","70","10","22","https://ai.fmcsa.dot.gov/SMS/Carrier/3042983/Overview.aspx"
"4111363","AVIS TRANSPORTATION INC",,"CHICAGO","IL","7733210444","31","31","DriverFitness","1","69","2","4","https://ai.fmcsa.dot.gov/SMS/Carrier/4111363/Overview.aspx"
"3968197","MONTOBBIO EXPRESS INC",,"EDISON","NJ","7188136800","1","2","DrugsAlcohol","1","68","14","13","https://ai.fmcsa.dot.gov/SMS/Carrier/3968197/Overview.aspx"
"2575007","HERO TRUCK LINE INC",,"FRESNO","CA","8886629946","20","20","DrugsAlcohol","1","66","5","8","https://ai.fmcsa.dot.gov/SMS/Carrier/2575007/Overview.aspx"
"3570842","READY 2 PICKUP LLC",,"PRINCETON","TX","7174228582","18","12","DrugsAlcohol","1","65","3","18","https://ai.fmcsa.dot.gov/SMS/Carrier/3570842/Overview.aspx"
"4057403","THE JUST TRANSPORT COMPANY INC","JUST TRANSPORT","MANTECA","CA","2094830278","6","7","DrugsAlcohol","1","65","3","7","https://ai.fmcsa.dot.gov/SMS/Carrier/4057403/Overview.aspx"
"4089313","EAGLES LOGISTICS LLC",,"SALT LAKE CITY","UT","8049281471","13","20","DrugsAlcohol","1","65","11","10","https://ai.fmcsa.dot.gov/SMS/Carrier/4089313/Overview.aspx"
"1885058","RICKY SELLERS TRUCKING LLC",,"LINDEN","AL","3342126030","15","15","HOS","1","62","13","7","https://ai.fmcsa.dot.gov/SMS/Carrier/1885058/Overview.aspx"
"3375575","GOLDEN EXPEDITING LLC",,"SAPULPA","OK","9186062678","21","18","HOS","1","61","2","19","https://ai.fmcsa.dot.gov/SMS/Carrier/3375575/Overview.aspx"
"4124979","GTO WATERBOY LOGISTICS LLC",,"KATY","TX","8326432516","2","2","HOS","1","61","6","9","https://ai.fmcsa.dot.gov/SMS/Carrier/4124979/Overview.aspx"
"1924538","CENTURY WASTE SERVICES LLC",,"ELIZABETH","NJ","9085589540","43","49","DrugsAlcohol","1","60","4","17","https://ai.fmcsa.dot.gov/SMS/Carrier/1924538/Overview.aspx"
"328402","FITCH TRUCKING INC",,"BENNET","NE","4027822760","48","33","DriverFitness","1","60","0","3","https://ai.fmcsa.dot.gov/SMS/Carrier/328402/Overview.aspx"
"2642590","TEX-Q EXPRESS INC",,"HOUSTON","TX","8324879671","19","19","DriverFitness","1","59","10","19","https://ai.fmcsa.dot.gov/SMS/Carrier/2642590/Overview.aspx"
"647008","MARTIN TRANSPORTATION COMPANY",,"WHITE CITY","OR","5418265277","18","18","VehicleMaint","1","58","0","11","https://ai.fmcsa.dot.gov/SMS/Carrier/647008/Overview.aspx"
"4026679","7X UNITED TRANSPORTATION",,"LA PUENTE","CA","9097883973","3","3","DrugsAlcohol","1","58","4","19","https://ai.fmcsa.dot.gov/SMS/Carrier/4026679/Overview.aspx"
"430203","JAYHAWK ENTERPRISES INC","PUGET SOUND TRANSFER & STORAGE PUGET SOUND EXCURSIONS","PORT ANGELES","WA","3604522327","32","27","DriverFitness","1","57","0","7","https://ai.fmcsa.dot.gov/SMS/Carrier/430203/Overview.aspx"
"3330467","MID GROUP LOGISTICS INC",,"VALPARAISO","IN","7085712300","23","48","DriverFitness","1","57","3","11","https://ai.fmcsa.dot.gov/SMS/Carrier/3330467/Overview.aspx"
"581930","SCREAMLINE INVESTMENT CORPORATION","TOUR COACH","COMMERCE","CA","3232010115","15","33","DrugsAlcohol","1","57","1","9","https://ai.fmcsa.dot.gov/SMS/Carrier/581930/Overview.aspx"
"3690115","6J TRUCKING LLC",,"READING","PA","3474398491","1","1","DrugsAlcohol","1","56","12","18","https://ai.fmcsa.dot.gov/SMS/Carrier/3690115/Overview.aspx"
"438354","LUX BROTHERS INC",,"HUBBARD","NE","4026324595","36","24","DrugsAlcohol","1","56","0","5","https://ai.fmcsa.dot.gov/SMS/Carrier/438354/Overview.aspx"
"3185763","FAST CARRIERS INC",,"BRAMPTON","ON","6479920175","36","36","UnsafeDriving","1","55","7","10","https://ai.fmcsa.dot.gov/SMS/Carrier/3185763/Overview.aspx"
"3779632","DNM TRANSPORT LLC",,"RICHARDSON","TX","9452141188","10","18","HOS","1","55","4","16","https://ai.fmcsa.dot.gov/SMS/Carrier/3779632/Overview.aspx"
"2512940","SILVER CITY EXPRESS LLC",,"ST LOUIS","MO","3146778861","14","13","DriverFitness","1","54","3","16","https://ai.fmcsa.dot.gov/SMS/Carrier/2512940/Overview.aspx"
"831109","BRITTANY'S TOTE & TANK CLEANING SERVICES LLC","MC TANK LINES","SCHERERVILLE","IN","2198659991","36","32","DrugsAlcohol","1","54","2","9","https://ai.fmcsa.dot.gov/SMS/Carrier/831109/Overview.aspx"
"3343144","KCN LOGISTICS LLC",,"CANUTILLO","TX","9159793320","9","8","DrugsAlcohol","1","53","6","10","https://ai.fmcsa.dot.gov/SMS/Carrier/3343144/Overview.aspx"
"90372","C D C DISTRIBUTORS INC",,"CINCINNATI","OH","18006782321","24","24","DrugsAlcohol","1","53","0","5","https://ai.fmcsa.dot.gov/SMS/Carrier/90372/Overview.aspx"
"639468","MRK INC",,"LEXINGTON","NE","3083245790","38","29","HOS","1","53","1","7","https://ai.fmcsa.dot.gov/SMS/Carrier/639468/Overview.aspx"
"4082523","DC GEMS CORP",,"JURUPA VALLEY","CA","9513687511","15","14","HOS","1","53","29","13","https://ai.fmcsa.dot.gov/SMS/Carrier/4082523/Overview.aspx"
"3955251","VENTURE CAPITAL TRUCKING LLC",,"BROOKSHIRE","TX","3052009545","10","4","HOS","1","53","14","19","https://ai.fmcsa.dot.gov/SMS/Carrier/3955251/Overview.aspx"
"3295886","D7 TRANSPORT LLC",,"EL PASO","TX","9152615595","18","19","HOS","1","53","29","13","https://ai.fmcsa.dot.gov/SMS/Carrier/3295886/Overview.aspx"
"2636669","EAGLE CARRIERS INC",,"MANSFIELD","TX","8174767028","8","4","DriverFitness","1","52","13","9","https://ai.fmcsa.dot.gov/SMS/Carrier/2636669/Overview.aspx"
"3790654","1611 TRANSPORTATION INC",,"WEST BRIDGEWATER","MA","9784014999","1","1","HOS","1","52","27","23","https://ai.fmcsa.dot.gov/SMS/Carrier/3790654/Overview.aspx"
"2860509","MAX SERVICES CORP",,"RAHWAY","NJ","3476627453","11","9","DrugsAlcohol","1","51","9","15","https://ai.fmcsa.dot.gov/SMS/Carrier/2860509/Overview.aspx"
"2864614","WINDY CITY WEST LLC",,"PHEONIX","AZ","6236884449","28","27","DriverFitness","1","51","30","18","https://ai.fmcsa.dot.gov/SMS/Carrier/2864614/Overview.aspx"
"2950130","BLACK & BLUE TRANSPORT LLC",,"GARDNER","KS","9134243445","15","15","HOS","1","51","4","8","https://ai.fmcsa.dot.gov/SMS/Carrier/2950130/Overview.aspx"
"2282697","CAPITAL INSTINCT INCORPORATED","TRANSLOG MANAGEMENT INCORPORATED","FOREST PARK","GA","8555676883","18","13","HOS","1","51","5","16","https://ai.fmcsa.dot.gov/SMS/Carrier/2282697/Overview.aspx"
"3546662","BHULLAR FREIGHTWAYS INC",,"FONTANA","CA","6015000524","2","4","DriverFitness","1","50","9","10","https://ai.fmcsa.dot.gov/SMS/Carrier/3546662/Overview.aspx"
"4211430","TMG INTERNATIONAL LLC",,"LAREDO","TX","9562207807","16","16","DriverFitness","1","50","17","16","https://ai.fmcsa.dot.gov/SMS/Carrier/4211430/Overview.aspx"
"4084564","OPTICAL SPRINT EXPRESS LLC",,"CINCINNATI","OH","5139520798","3","4","HOS","1","50","21","3","https://ai.fmcsa.dot.gov/SMS/Carrier/4084564/Overview.aspx"
"3296644","CHEEMA TRANSPORTATION LLC","CHEEMA","STERLING","VA","5715249723","17","20","DriverFitness","1","50","5","7","https://ai.fmcsa.dot.gov/SMS/Carrier/3296644/Overview.aspx"
"3186961","GRAND ONE LLC",,"WEST CHESTER","OH","5136534282","19","16","DrugsAlcohol","1","50","2","12","https://ai.fmcsa.dot.gov/SMS/Carrier/3186961/Overview.aspx"
"3867706","AVILATEX LLC",,"HOCKLEY","TX","3464128992","7","7","UnsafeDriving","1","50","12","7","https://ai.fmcsa.dot.gov/SMS/Carrier/3867706/Overview.aspx"
"3036941","CBUS FREIGHT INC",,"COLUMBUS","OH","6145913000","12","12","DrugsAlcohol","1","50","3","7","https://ai.fmcsa.dot.gov/SMS/Carrier/3036941/Overview.aspx"
"2368897","PLAINS TOWING AND RECOVERY LLC","PLAINS TOWING AND RECOVERY","BELLE FOURCHE","SD","6058923712","25","13","DriverFitness","1","49","2","2","https://ai.fmcsa.dot.gov/SMS/Carrier/2368897/Overview.aspx"
"3722389","LEFT LANE MAFIA LLC",,"EDMOND","OK","7162557883","20","7","DriverFitness","1","49","5","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3722389/Overview.aspx"
"2997162","EXPEDITE TRANSPORT LLC",,"SAN BERNARDINO","CA","8009734849","12","9","DrugsAlcohol","1","49","4","10","https://ai.fmcsa.dot.gov/SMS/Carrier/2997162/Overview.aspx"
"3245971","HAUL OF DUTY INC",,"LEVITTOWN","PA","6465966118","22","20","DrugsAlcohol","1","49","2","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3245971/Overview.aspx"
"3380647","Y & M TRANSPORT LLC",,"GRAND ISLAND","NE","3082278222","17","14","HOS","1","48","6","11","https://ai.fmcsa.dot.gov/SMS/Carrier/3380647/Overview.aspx"
"3189945","GREAT TRANSPORTATION INC",,"EAST DUNDEE","IL","2242019959","4","4","VehicleMaint","1","48","0","9","https://ai.fmcsa.dot.gov/SMS/Carrier/3189945/Overview.aspx"
"3495024","WMK TRANSPORT INC",,"FONTANA","CA","9294131787","22","22","DrugsAlcohol","1","48","6","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3495024/Overview.aspx"
"3891642","CNP TRANSPORTATION LLC",,"LAREDO","TX","9569620731","21","19","DriverFitness","1","48","15","10","https://ai.fmcsa.dot.gov/SMS/Carrier/3891642/Overview.aspx"
"3637086","TANJET LOGISTICS LLC",,"FATE","TX","2543276419","17","17","DriverFitness","1","48","3","16","https://ai.fmcsa.dot.gov/SMS/Carrier/3637086/Overview.aspx"
"349271","GETAWAY TOURS INC",,"MILAN","MI","7349946666","16","38","DriverFitness","1","47","1","3","https://ai.fmcsa.dot.gov/SMS/Carrier/349271/Overview.aspx"
"3619604","RANGE X TRANS LLC",,"AUBURN","WA","4256107534","10","6","UnsafeDriving","1","47","5","6","https://ai.fmcsa.dot.gov/SMS/Carrier/3619604/Overview.aspx"
"2300695","KHERA TRANSPORT LLC",,"CYPRESS","TX","7139001990","11","11","HOS","1","47","5","6","https://ai.fmcsa.dot.gov/SMS/Carrier/2300695/Overview.aspx"
"3255368","RT LOGISTICS CORP",,"PARAMUS","NJ","9173312964","13","12","DrugsAlcohol","1","46","11","14","https://ai.fmcsa.dot.gov/SMS/Carrier/3255368/Overview.aspx"
"4294623","D&D TRANSPORTATION SERVICES CO LLC",,"KATY","TX","8329517280","14","10","DriverFitness","1","46","29","11","https://ai.fmcsa.dot.gov/SMS/Carrier/4294623/Overview.aspx"
"3367702","AMAYA TRUCKING INC",,"HOUSTON","TX","2819726006","12","19","DriverFitness","1","46","7","9","https://ai.fmcsa.dot.gov/SMS/Carrier/3367702/Overview.aspx"
"2967160","HP TRANSPORT LLC",,"DODGE CITY","KS","6204303550","18","18","HOS","1","45","3","4","https://ai.fmcsa.dot.gov/SMS/Carrier/2967160/Overview.aspx"
"4235021","DDL LOGISTICS LLC",,"ORLANDO","FL","4696578180","2","2","HOS","1","45","27","16","https://ai.fmcsa.dot.gov/SMS/Carrier/4235021/Overview.aspx"
"4164935","SIDH EXPRESS INC",,"FONTANA","CA","9096424725","4","5","DrugsAlcohol","1","45","3","13","https://ai.fmcsa.dot.gov/SMS/Carrier/4164935/Overview.aspx"
"2835714","DELROD TRUCKING LLC",,"EL PASO","TX","9152349602","15","14","HOS","1","45","1","7","https://ai.fmcsa.dot.gov/SMS/Carrier/2835714/Overview.aspx"
"758686","S & H TRUCKING INC",,"CHATTANOOGA","TN","4236485355","23","21","DrugsAlcohol","1","45","3","3","https://ai.fmcsa.dot.gov/SMS/Carrier/758686/Overview.aspx"
"1401488","ROCK TECH INC",,"WEST BABYLON","NY","6312932305","23","10","HOS","1","45","3","10","https://ai.fmcsa.dot.gov/SMS/Carrier/1401488/Overview.aspx"
"3391852","MNS LOGISTICS INC",,"MAINEVILLE","OH","13478829498","15","15","DrugsAlcohol","1","44","4","4","https://ai.fmcsa.dot.gov/SMS/Carrier/3391852/Overview.aspx"
"3954295","DIPLO COMPACTOR LLC",,"TACOMA","WA","3609658820","7","5","UnsafeDriving","1","44","8","7","https://ai.fmcsa.dot.gov/SMS/Carrier/3954295/Overview.aspx"
"2097651","SIA TRANSPORT LLC","SIA INTERMODAL","KANSAS CITY","MO","18008059159","18","18","DrugsAlcohol","1","44","3","10","https://ai.fmcsa.dot.gov/SMS/Carrier/2097651/Overview.aspx"
"4059499","TJPF TRUCKING INC",,"CITY OF INDUSTRY","CA","6079888888","5","7","DrugsAlcohol","1","43","17","10","https://ai.fmcsa.dot.gov/SMS/Carrier/4059499/Overview.aspx"
"3797523","RMK TRANSPORTATION INC",,"MIDDLE VILLAGE","NY","7185020020","4","4","DriverFitness","1","43","6","7","https://ai.fmcsa.dot.gov/SMS/Carrier/3797523/Overview.aspx"
"1652764","ZVJEZDAN ZIVKOVIC","IOWA CARRIERS","GRANGER","IA","5152571772","24","16","DriverFitness","1","43","5","6","https://ai.fmcsa.dot.gov/SMS/Carrier/1652764/Overview.aspx"
"3022306","BEYOND HORIZONS TOUR & TRAVEL LLC","BEYOND HORIZONS TOUR & TRAVEL","MT PLEASANT","MI","9897707077","16","25","DriverFitness","1","43","2","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3022306/Overview.aspx"
"3319046","HENRY BROS LOGISTICS LLC",,"CASPER","WY","3073512138","28","34","DrugsAlcohol","1","43","4","11","https://ai.fmcsa.dot.gov/SMS/Carrier/3319046/Overview.aspx"
"617509","GRAND ISLE SHIPYARD LLC",,"GALLIANO","LA","9854755238","45","22","DriverFitness","1","43","1","11","https://ai.fmcsa.dot.gov/SMS/Carrier/617509/Overview.aspx"
"4059664","BEST TRUCK TO GO LLC",,"ORLANDO","FL","7867211852","2","2","HOS","1","43","14","17","https://ai.fmcsa.dot.gov/SMS/Carrier/4059664/Overview.aspx"
"3417409","EGC MATERIALS PLACEMENT INC",,"CHARLOTTE","NC","7047561971","16","10","DrugsAlcohol","1","42","9","11","https://ai.fmcsa.dot.gov/SMS/Carrier/3417409/Overview.aspx"
"4188110","RGN TRUCKING LLC",,"WHEATON","IL","6305044943","24","24","UnsafeDriving","1","42","2","5","https://ai.fmcsa.dot.gov/SMS/Carrier/4188110/Overview.aspx"
"3299214","LOGISTIX SERVICES INC",,"SOUTH BEND","IN","5742136631","10","9","VehicleMaint","1","42","2","9","https://ai.fmcsa.dot.gov/SMS/Carrier/3299214/Overview.aspx"
"829577","UW PROVISION TRANSFER LLC","UW PROVISION TRANSFER","MIDDLETON","WI","6088367421","35","40","DriverFitness","1","42","3","0","https://ai.fmcsa.dot.gov/SMS/Carrier/829577/Overview.aspx"
"2458249","BHF LOGISTICS INC",,"EAST HARTFORD","CT","8602593154","13","18","DrugsAlcohol","1","42","7","3","https://ai.fmcsa.dot.gov/SMS/Carrier/2458249/Overview.aspx"
"3358876","ELITE EXPRESS LLC",,"RICHARDSON","TX","2148129753","9","8","DrugsAlcohol","1","42","3","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3358876/Overview.aspx"
"3841366","RUSHAUTO SERVICE INC",,"MARLBORO","NJ","9175003962","4","4","DriverFitness","1","41","7","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3841366/Overview.aspx"
"3610431","SAN JAVIER TRANSPORT LLC",,"SAN JUAN","TX","9567775548","14","14","HOS","1","41","18","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3610431/Overview.aspx"
"3979326","RANB INC",,"PLAINFIELD","IN","9362529094","15","27","HOS","1","41","4","10","https://ai.fmcsa.dot.gov/SMS/Carrier/3979326/Overview.aspx"
"3653484","DIAMOND TRUCKS INC",,"MANTECA","CA","4085159381","32","28","DriverFitness","1","41","7","1","https://ai.fmcsa.dot.gov/SMS/Carrier/3653484/Overview.aspx"
"4027414","HARWIN TRANSPORT LLC",,"TACOMA","WA","5179361010","7","7","HOS","1","41","3","9","https://ai.fmcsa.dot.gov/SMS/Carrier/4027414/Overview.aspx"
"3710984","BRAR 05 TRANSPORT INC",,"FRANKLIN","WI","2622348217","12","15","DriverFitness","1","41","2","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3710984/Overview.aspx"
"3960177","ALPHA & CO TRANSPORTATION LLC",,"HOUSTON","TX","3465203810","3","3","HOS","1","40","10","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3960177/Overview.aspx"
"3228026","UNION AUTO TOWING INC","UNION AUTO NB","NEW BEDFORD","MA","7747700869","10","9","DriverFitness","1","40","3","10","https://ai.fmcsa.dot.gov/SMS/Carrier/3228026/Overview.aspx"
"3820389","J CALI TRANSPORTATION INC",,"SHELBY TOWNSHIP","MI","5867850908","10","10","DrugsAlcohol","1","40","11","9","https://ai.fmcsa.dot.gov/SMS/Carrier/3820389/Overview.aspx"
"4159435","TC TRANSPORTATION LLC",,"FORT LEE","NJ","8622819092","6","6","DriverFitness","1","40","17","6","https://ai.fmcsa.dot.gov/SMS/Carrier/4159435/Overview.aspx"
"4210678","TOPGEAR TRANSPORTATION LLC",,"PARMA HTS","OH","6469189188","2","2","DrugsAlcohol","1","39","3","2","https://ai.fmcsa.dot.gov/SMS/Carrier/4210678/Overview.aspx"
"4035797","CHANG AN TRUCKING INC",,"ROWLAND HEIGHTS","CA","9259632298","4","4","HOS","1","39","10","13","https://ai.fmcsa.dot.gov/SMS/Carrier/4035797/Overview.aspx"
"2205212","KONIX LOGISTICS LLC",,"GLENDALE","AZ","6235214305","8","8","DrugsAlcohol","1","39","1","1","https://ai.fmcsa.dot.gov/SMS/Carrier/2205212/Overview.aspx"
"542918","D & J ENTERPRISES INC",,"AUBURN","AL","3348211249","47","33","DrugsAlcohol","1","39","1","7","https://ai.fmcsa.dot.gov/SMS/Carrier/542918/Overview.aspx"
"2402885","V & E TRANSPORT LLC",,"RAHWAY","NJ","8622412508","6","6","DrugsAlcohol","1","38","0","8","https://ai.fmcsa.dot.gov/SMS/Carrier/2402885/Overview.aspx"
"3727549","M&MC TRUCKING LLC",,"EL CAMPO","TX","7865689211","2","1","HOS","1","38","9","11","https://ai.fmcsa.dot.gov/SMS/Carrier/3727549/Overview.aspx"
"2360431","ULTIMATE FREIGHTWAYS LLC",,"MILWAUKEE","WI","4147699778","35","31","DriverFitness","1","38","1","9","https://ai.fmcsa.dot.gov/SMS/Carrier/2360431/Overview.aspx"
"1662229","AMBASSADOR TRANSPORT INC",,"DEARBORN","MI","3135848513","12","8","HOS","1","38","2","9","https://ai.fmcsa.dot.gov/SMS/Carrier/1662229/Overview.aspx"
"3759002","SLV ENTERPRISES LLC",,"FLEMING ISLAND","FL","9736996261","22","78","DriverFitness","1","38","5","10","https://ai.fmcsa.dot.gov/SMS/Carrier/3759002/Overview.aspx"
"2643203","ROADFLEET CARRIER SERVICES INC",,"PHOENIX","AZ","6024919112","16","18","HOS","1","38","4","11","https://ai.fmcsa.dot.gov/SMS/Carrier/2643203/Overview.aspx"
"2941509","JAGAR TRUCKING INC",,"HOUSTON","TX","2817133845","7","8","DrugsAlcohol","1","37","2","6","https://ai.fmcsa.dot.gov/SMS/Carrier/2941509/Overview.aspx"
"3572290","GGS CARRIER INC",,"MANTECA","CA","2094703335","12","18","UnsafeDriving","1","37","3","3","https://ai.fmcsa.dot.gov/SMS/Carrier/3572290/Overview.aspx"
"2951556","CAROLINA CONCRETE RM LLC",,"ZEBULON","NC","9193755064","24","19","DrugsAlcohol","1","37","3","1","https://ai.fmcsa.dot.gov/SMS/Carrier/2951556/Overview.aspx"
"4316621","ATI CARRIERS LLC",,"BOLINGBROOK","IL","6307034898","2","2","DrugsAlcohol","1","37","16","17","https://ai.fmcsa.dot.gov/SMS/Carrier/4316621/Overview.aspx"
"2316171","CHASE TRANSPORT GROUP LLC",,"DETROIT","MI","3139630300","17","14","HOS","1","36","1","8","https://ai.fmcsa.dot.gov/SMS/Carrier/2316171/Overview.aspx"
"2866642","WHITE HAWK CARRIERS INC","WHITE HAWK","CERES","CA","2095052615","8","15","UnsafeDriving","1","36","4","7","https://ai.fmcsa.dot.gov/SMS/Carrier/2866642/Overview.aspx"
"2282549","KEVIN BABLER TRUCKING LLC",,"SOUTH WAYNE","WI","6082147572","24","17","DriverFitness","1","36","0","2","https://ai.fmcsa.dot.gov/SMS/Carrier/2282549/Overview.aspx"
"4245966","ANNIC LOGISTICS LLC",,"WAKE FOREST","NC","9194958575","5","10","HOS","1","36","11","3","https://ai.fmcsa.dot.gov/SMS/Carrier/4245966/Overview.aspx"
"4009284","OJEDA TRANSPORT LOGISTICS LLC",,"MONTCLAIR","CA","9092268499","8","8","DrugsAlcohol","1","36","7","8","https://ai.fmcsa.dot.gov/SMS/Carrier/4009284/Overview.aspx"
"3061492","YUMMY TRANSPORT LLC",,"MESQUITE","TX","4699880343","24","24","HOS","1","36","14","5","https://ai.fmcsa.dot.gov/SMS/Carrier/3061492/Overview.aspx"
"4190605","D E LATS TRUCKING LLC",,"BROKEN ARROW","OK","9184181652","3","4","DriverFitness","1","36","3","7","https://ai.fmcsa.dot.gov/SMS/Carrier/4190605/Overview.aspx"
"3670419","DELLET FERRER HOTSHOT LLC",,"CONROE","TX","8324310037","2","1","DrugsAlcohol","1","36","11","6","https://ai.fmcsa.dot.gov/SMS/Carrier/3670419/Overview.aspx"
"4274884","KASH TRUCKLINE LLC",,"GREENWOOD","IN","9296661130","8","12","DrugsAlcohol","1","35","4","6","https://ai.fmcsa.dot.gov/SMS/Carrier/4274884/Overview.aspx"
"2357390","BRENKE LOGISTICS LLC",,"PHOENIX","AZ","6026753375","15","22","DrugsAlcohol","1","35","10","3","https://ai.fmcsa.dot.gov/SMS/Carrier/2357390/Overview.aspx"
"1644963","TURNER SERVICES LLC",,"CHATOM","AL","2512427139","13","10","DrugsAlcohol","1","35","1","12","https://ai.fmcsa.dot.gov/SMS/Carrier/1644963/Overview.aspx"
"3666442","MEDRANO EXPRESS LIMITED LIABILITY COMPANY",,"MILLERSVILLE","MD","4439367905","3","3","VehicleMaint","1","35","0","8","https://ai.fmcsa.dot.gov/SMS/Carrier/3666442/Overview.aspx"
"4012781","MERCY TRANSPORT SERVICES INC",,"MIAMI","FL","3056061479","8","4","HOS","1","35","12","8","https://ai.fmcsa.dot.gov/SMS/Carrier/4012781/Overview.aspx"
